ITEM,Description,short desc,DESC,loc,STOCK,BOX,MC,BN# 1,categoria,barcode
5009827,FORZA Power Wall 6outl w/USB,FWT-631USBC,FWT-631USBC,E3A,4,1,,,ACPOWER,798302109315
5009177,Forza Surge Protector 6 Outl W,FSP-612USBW,FSP-612USBW,E3A,95,5,20,15,ACPOWER,798302108882
5009031,"KlipX Aberdeen Backp 15.6"" BL",KNB-456BL,KNB-456BL,E3A,0,,,,BAG,798302090743
5006391,Forza Surge Protector 6 Outlet,FSP-601UL,FSP-601UL,E3A,10,1,,,ACPOWER,798302200067
5003432,Forza FVR-3001 110V 3000VA,FVR-3001,FVR-3001,E3A,1,1,,,ACPOWER,798302101739
5005804,APC 7 Outlets Surge Protector,PE76,PE73,E3A,0,,,,ACPOWER,731304328957
5007594,KlipX 15.6 Reversible Sleeve B,KNS-415BL,KNS-415BL,E3A,30,2,20,10,SLEEVE,798302076112
5005834,Forza UPS NT-752U 750VA *220V*,NT-752U****,NT-752U,E3A,0,,,,UPS,2-101441
5007308,"Argom Laptop Case 15.6""",ARG-BG-6782,ARG-BG-6782,E3A,0,,,,BAG,886540001550
4188,FORZA Power Strip 12 outlets,FORZA Surge Hom,RHT-12NC,E3A,0,,,,ACPOWER,7983020104060
5002798,Forza FVR-3002 *** 220V ***,FVR-3002,FVR-3002,E3A,0,,,,ACPOWER,798302101746
5003409,"KlipX Verona handbag 15.4"" BK",KNB-460BK,KNB-460BK,E3A,0,,,,BAG,798302071926
5003436,Forza FVP-0200C 110V,FVP-0200C,FVP-0200C,E3A,0,,,,ACPOWER,798302100718
5004344,Argom Power Strip 6 Outlets,ARG-AC-0252BK,ARG-AC-0252BK,E3A,0,,,,ACPOWER,886540001475
5004761,Forza FVR-1002 AVR ***220V***,FVR-1002,FVR-1002,E3A,0,,,,ACPOWER,798302105010
5004818,FORZA Power Wall 3outl w/light,FWT-635,FWT-635,E3A,0,,,,ACPOWER,798302107076
5004822,FORZA Surge Protector 2xUSB 6,FWT-760USB,FWT-760USB,E3A,0,,,,ACPOWER,798302107045
5005257,Golla 10.1 Tab Sleeve GI88,G1333,G1333,E3A,0,,,,SLEEVE,6419334097916
5006200,"Case Logic 14"" NB Backpack",LODP114,33006491,E3A,0,,,,BAG,85854236133
5006401,Forza FVP-1201B 110V,FVP-1201B,FVP-1201B,E3A,0,,,,ACPOWER,798305101682
5007049,Xtech Anti-Theft Backpack 15.6,XTB-506BL,XTB-506BL,E3A,0,,,,BAG,798337162873
5007310,"Argom Monza Laptop Case 15.6""",ARG-BP-0711E,ARG-BP-0711E,E3A,0,,,,BAG,886540000706
5007311,"Argom Sorren Laptop Case 15.6""",ARG-BP-0740,ARG-BP-0740,E3A,0,,,,BAG,886540001062
5007504,EVGA 400 N1 400W PSU,100-N1-0400-L1,100-N1-0400-L1,E3A,0,,,,POWER SUPP,843368031114
5007916,APC Voltage Regulator 1200W,LE1200-X,LE1200-X,E3A,0,,,,UPS,731304197911
5008085,Rlandto Slim Laptop Backpack G,TM0118G,TM0118G,E3A,0,,,,BAG,X002H73Z1B
5008102,"APC Back-UPS 650VA, 230V",BX650LI-X,BX650LI-X,E3A,0,,,,UPS,731304318194
5008160,Forza FNA-790 Laptop Charger,FNA-790,FNA-790,E3A,81,3,30,21,AC ADAPTER,798302108424
5006397,Forza UPS NT-512U 500VA 220V,NT-512U,NT-512U,E3A,0,,,,UPS,798302107656
5000949,FORZA SMART SL-1011UL,UI331FOR11,UI331FOR11,E4A,3,2,2,1,UPS,798302141100
5008804,Tucano Milano Black Backpack,BKBTK-BK,BKBTK-BK,E3A,0,,,,BAG,844668094649
5009102,"KlipX Toscan Backpack 15.6"" Bl",KNB-468BL,KNB-468BL,E3A,0,,,,BAG,798302079397
5004757,FORZA UPS FDC-2000T Backup,FDC-2000T,FDC-2000T,E3A,0,,,,UPS,798302104990
5009019,Forza UPS SL-402UL 400VA 220V,SL-402UL,SL-402UL,E3A,0,,,,UPS,798302108073
5004272,Magnetics OutdoorExt Cord 50ft,LA004H/ LA005F,LA004H/ LA005F,E3A,0,,,,CABLES,613172004204
5004273,Magnetics TY Flat Pin Plug,F12,F12,E3A,0,,,,CABLES,2-100332
5004274,Magnetics Volt. Regulator 500W,MAG498,MAG498,E3A,0,,,,AC ADAPTER,6 1317200498 3
5006640,APC Multi Use Surge Protector,P6U4,P6U4,E3A,0,,,,ACPOWER,731304336587
5007482,LapGear eDesk Turquoise,91309,91309,E3A,0,,,,ACCESSORIE,52162913094
5009105,"KlipX Gallant Backpack 14"" B",KNB-581BL,KNB-581BL,E3A,0,,,,BAG,798302079984
5007884,Forza UPS NT-1012U 1000VA 220V,NT-1012U,NT-1012U,E3A,0,,,,UPS,798302107717
5009175,FORZA UPS FX2200 2200VA/1200W,FX-2200LCD-U,FX-2200LCD-U,E3A,0,,,,UPS,798302100503
5009519,"Targus 16"" Pulse Sleeve Bk/Pr",TAR-TSS57401US,TAR-TSS57401US,E3A,0,,,,SLEEVE,92636280062
5005917,Forza UPS NT-511 500VA,NT-511,NT-511,E3A,7,2,4,3,UPS,798302107632
5005087,Forza UPS SL-761 750VA,SL-761LCD-D,SL-761LCD-D,E3A,0,,,,UPS,798302105072
5007939,HP Essential Messenger Case 17,H1D25AA,H1D25AA,E3A,0,,,,BAG,886112542078
5007883,FORZA power strip 6's 110-240V,FPS-005B,FPS-005B,E3A,0,,,,ACPOWER,798302200074
5010230,"Xtech XTB-210 Backpack 15.6""BL",XTB-210BL,XTB-210BL,E3A,0,,,,BAG,798302161795
5010220,Forza FVR-1012 AVR,FVR-1012,FVR-1012,E3A,19,2,18,1,ACPOWER,798302109339
5010380,Primus Thronos Gam Chair BK/RD,PCH-202RD,PCH-202RD,E3A,0,,,,OFFICEPROD,798302221079
5009107,"KlipX Monaco Backpack 15.6"" Pk",KNB-426PK,KNB-426PK,E3A,0,,,,BAG,798302079755
5010879,Forza FSP-651W 6-Outlet Surge,FSP-651W,FSP-651W,E3A,67,2,40,27,ACPOWER,798302109575
5008417,KlipX Neo Active Sleeve 15.6 G,KNS-120GR,KNS-120GR,E3B,8,1,,,SLEEVE,798302079861
5010231,KlipX 15.6 SquarePro Sleeve SV,KNS-420SV,KNS-420SV,E3B,0,,,,SLEEVE,798302079960
5010373,Forza Surge Protector 5 OUT,FSP-512USBW,FSP-512USBW,E3B,32,2,20,12,ACPOWER,798302108899
5009856,Nexxt Horizontal Duct Cable 1U,NPM-DH1UB,NPM-DH1UB,E3B,33,1,,,NETWORKING,798302036543
5009596,Primus Gaming Thr Gaming Chair,PCH-202,PCH-202,E3B,0,,,,OFFICEPROD,798302224896
5008034,"Xtech Winsor Backpack 15.6""",XTB-212,XTB-212,E3B,0,,,,BAG,798381163321
5006395,Forza UPS HT-1000 1000VA 120V,HT-1000LCD,HT-1000LCD,E3B,0,,,,UPS,798302107311
5008973,Argom Stark Backpack Gray,ARG-BP-1342GR,ARG-BP-1342GR,E3B,57,3,20,17,BAG,886540006784
5008486,Argom Stark Notebook Backpack,ARG-BP-1342BL,ARG-BP-1342BL,E3B,31,2,20,11,BAG,886540006791
5003404,KlipX BlackStone Laptop Backpa,KNB-419BK,KNB-419BK,E3B,0,,,,BAG,798302073500
5003407,"KlipX Verona handbag 15.4"" Red",KNB-460RD,KNB-460RD,E3B,0,,,,BAG,798302071940
5006394,Forza Surge Protect Office 8 o,RSO-08T,RSO-08T,E3B,0,,,,ACPOWER,798302010376
5007313,"Argom Capri Laptop Case 15.6""",ARG-BP-1340BL,ARG-BP-1340BL,E3B,0,,,,BAG,886540004872
5007314,"Argom Capri Laptop Case 15.6""",ARG-BP-1340GN,ARG-BP-1340GN,E3B,0,,,,BAG,886540004889
5007315,"Argom Capri Laptop Case 15.6""",ARG-BP-1340RD,ARG-BP-1340RD,E3B,0,,,,BAG,886540004896
5007316,"Argom Sleeve 15.6"" Black",ARG-SL-0015B,ARG-SL-0015B,E3B,0,,,,SLEEVE,886540000614
5008028,"KlipX Transcender Backpack 17""",KNB-700,KNB-700,E3B,0,,,,BAG,798302078420
5008123,FORZA Power Wall 6 Outlet,FWT-6201USB,FWT-6201USB,E3B,0,,,,ACPOWER,798302108523
5006106,Magnetics Volt. Regulator 850W,MAG499,MAG499,E3B,0,,,,AC ADAPTER,613172004993
5007312,"Argom Roma Laptop Case 15.6""",ARG-BP-0950,ARG-BP-0950,E3B,0,,,,BAG,886540003479
5010074,Xiaomi Mi Casual Backpack Blue,ZJB4144GL,ZJB4144GL,E3B,0,,,,BAG,6934177706103
5008485,"Argom Visiona Laptop Bag 15.6""",ARG-BP-0728BL,ARG-BP-0728BL,E3B,0,,,,BAG,886540006814
5008033,KlipX 15.6 NeoShield Sleeve B,KNS-330,KNS-330,E3B,6,1,,,SLEEVE,798302070202
5010219,KlipX Laptop Backpack Case,KNB-895,KNB-895,E4A,6,1,,,BAG,798302091726
2455,FORZA Power Strip 6 Outlets,PS-001B,PS-001B,E4A,0,,,,ACPOWER,798302031531
5010221,"KlipX Laptop Case 15.6""",KNC-041,KNC-041,A5A,28,3,10,8,BAG,798302091733
5009178,FORZA PowerStrip 6 Outlets 110,PS-1006B,PS-1006B,E4A,24,1,,,ACPOWER,798302108448
5006404,Forza UPS SL-601UL 600VA,SL-601UL,SL-601UL,E4A,5,2,4,1,UPS,798302107564
5005911,Forza UPS NT-1011 1000VA,NT-1011,NT-1011,E4A,2,1,,,UPS,798302107694
5003645,KlipX Swivel Bracket up to 55,KPM-885,KPM-885,E4A,0,,,,TV ACC,798302072343
5010878,Forza PS-001W 6-Outlet Strip,PS-001W,PS-001W,E4A,18,1,,,ACPOWER,798302201989
5010880,Forza FSP-451USBCW 4-Outlet,FSP-451USBCW,FSP-451USBCW,E4A,25,1,,,ACPOWER,798302109582
5010888,KlipX TrendTrek BK,KNB-436BK,KNB-436BK,E4A,0,,,,BAG,798302091955
5010711,HP Prelude 15.6-inch Topload,1E7D7AA,1E7D7AA,E4A,14,1,,,BAG,195122282776
5007574,Argom Power Strip 6 Outlets WH,ARG-AC-0252WT,ARG-AC-0252WT,E4A,0,,,,ACPOWER,886540004520
5007487,Lenovo Laptop Backpack 15.6,GX40Q17225,GX40Q17225,E4A,0,,,,BAG,191999684750
5010213,"KlipX Laptop Backpack 15.6"" GR",KNB-576GR,KNB-576GR,E4A,0,,,,BAG,798302091696
5005725,APC Back-UPS Pro 1500VA 120V,BR1500G,BR1500G,E4A,0,,,,UPS,731304268772
5001806,APC Back-UPS RS LCD 700VA,BR700G-X,BR700G-X,E4A,0,,,,UPS,731304266792
5005913,APC Back-UPS BE600M 600VA-330W,BE600M1-X,BE600M1-X,E4A,0,,,,UPS,731304336525
5006403,Forza UPS SL-401UL 400VA,SL-401UL,SL-401UL,E4A,0,,,,UPS,798302107618
5009452,"APC Back-UPS 900VA, 120V, AVR",BVX900L-LM,BVX900L-LM,E4A,0,,,,UPS,731304417668
5008027,"Xtech Thache Backpack 15.6"" RD",XTB-215,XTB-215,E4A,6,1,,,BAG,798452164035
5009194,APC Back-UPS 1000VA 120V,BX1000L-LM-X,BX1000L-LM-X,E4A,0,,,,UPS,731304323174
5001256,Forza FVP-1201N 110V,FVP-1201N,FVP-1201N,E4A,0,,,,ACPOWER,798307101703
5002855,"Argom 7."" Tablet Sleeve Grey",ARG-SL-4207,ARG-SL-4207,E4A,0,,,,SLEEVE,886540000799
5005095,"HP Encore Sleeve 17.3""",N2U78AA#ABA,N2U78AA#ABA,E4A,0,,,,SLEEVE,889296957713
5005645,Forza Heavy Surge Protec 8port,FSP-808,FSP-808,E4A,0,,,,ACPOWER,798302107090
5007051,"Xtech Exeter Backpack 15.6"" AQ",XTB-214AQ,XTB-214AQ,E4A,0,,,,BAG,798384163359
5007918,APC 8 Outlets Surge Protector,P8GT,P8GT,E4A,0,,,,ACPOWER,731304269229
5008086,Rlandto Slim Laptop Backpack P,TM0118G,TM0118G,E4A,0,,,,BAG,X002H76NJ7
5008332,Winblo Laptop Backpack 15.6 Gr,X000ZNZ0Z3,X000ZNZ0Z3,E4A,0,,,,BAG,X000ZNZ0Z3
5008333,Winblo Laptop Backpack 15.6 Pk,X000ZNZ1MZ,X000ZNZ1MZ,E4A,0,,,,BAG,X000ZNZ1MZ
5006402,Forza UPS SL-1011LCD-D 1000VA/,SL-1011LCD-D,SL-1011LCD-D,E4A,0,,,,UPS,798302105034
5000678,Forza FVR-1001 AVR,FVR-1001,FVR-1001,E4A,0,,,,ACPOWER,798303101660
5007261,APC Back-UPS 575VA,BX575U-LM-X,BX575U-LM-X,E4A,0,,,,UPS,731304310099
5005796,"Cocoon Sleeve 16"" Black",CLS406BY,CLS406BY,E4A,0,,,,SLEEVE,845774002481
5005797,"Cocoon Sleeve 16"" Gray",CLS406GY,CLS406GY,E4A,0,,,,SLEEVE,845774002498
5009108,"Xtech Kaya Kids Backpack 12""",XTB-501,XTB-501,E4A,0,,,,BAG,798302230118
5009106,"KlipX Gallant Backpack 14"" Gr",KNB-581GR,KNB-581GR,E4A,0,,,,BAG,798302079991
5009018,Forza UPS HT-1002L 1000VA 220V,HT-1002LCD,HT-1002LCD,E4A,0,,,,UPS,798302108646
5003148,FORZA Transformer 220V to 110V,FPA-0201,FPA-0201,E4A,0,,,,ACPOWER,798302100367
5003478,Forza UPS SL-1012U 1000VA 220V,SL-1012U,SL-1012U,E4A,0,,,,UPS,798302141087
5007601,APC Smart T1500 230V UPS,SMT1500I,SMT1500I,E4A,0,,,,UPS,731304268680
5009501,HP 11.6 Business Sleeve Black,2MY57AA,2MY57AA,E4A,0,,,,SLEEVE,4573285726669
5010008,Forza Surge Protector 11 OUT,FSP-1011USBW,FSP-1011USBW,E4A,39,3,10,19,ACPOWER,798302108905
5010228,Xtech XTQ-209 ATX case w Power,XTQ-209,XTQ-209,E4A,0,,,,PCCASE,798343162935
5010225,Xtech XTQ-200 ATX case w Power,XTQ-200,XTQ-200,E4A,0,,,,PCCASE,798326162761
5010178,Forza UPS BT-751 750VA 120V,BT-751,BT-751,E4A,0,,,,UPS,798302108844
5007038,KlipX Indigo Laptop Backpack,KNB-416BL,KNB-416BL,E4A,0,,,,BAG,798302077584
5007991,KlipX Indigo Laptop Backpack G,KNB-416GR,KNB-416GR,E4A,0,,,,BAG,798302078413
5011123,APC BX1600M-LM Back-UPS,BX1600M-LM,BX1600M-LM,E4A,0,,,,UPS,731304417736
5011122,APC BX2000M-LM Back-UPS,BX2000M-LM,BX2000M-LM,E2A,0,,,,UPS,731304430902
5011253,APC Back-UPS Pro BR1300MI,BR1300MI,BR1300MI,E4A,0,,,,UPS,731304346906
5011361,Forza PS611UL Power Strip,PS-611UL,PS-611UL,E4A,8,1,,,ACPOWER,798302107434
5011364,Forza FPP-T300 Power Station,FPP-T300,FPP-T300,E4A,6,3,2,,BATTBANK,798302201798
5011365,Forza FPP-T700 Power Station,FPP-T700,FPP-T700,E4A,0,,,,BATTBANK,798302109995
5011496,Ubiquiti U6MeshPro AP,U6-MESH-PRO,U6-MESH-PRO,E4A,0,,,,NETWORKING,810084695111
5009811,KlipX 15.6 SquarePro Sleeve BL,KNS-420BL,KNS-420BL,E4B,2,1,,,SLEEVE,798302079939
5008856,KlipX 15.6 SquarePro Sleeve GR,KNS-420GR,KNS-420GR,E4B,10,1,,,SLEEVE,798302079922
5010374,"KlipX Laptop Backpack 15.6"" GB",KNB-901GB,KNB-901GB,E4B,0,,,,BAG,798302090668
5010805,Corsair TC100 Gaming Chair B/B,CF-9010051-WW,CF-9010051-WW,E4B,0,,,,GAMING,840006694915
5010806,Corsair TC100 Gaming Chair B/G,CF-9010052-WW,CF-9010052-WW,E4B,0,,,,GAMING,840006694939
5008484,"Argom Laptop Sleeve Case 15.6""",ARG-BG-6772BK,ARG-BG-6772BK,E4B,0,,,,BAG,886540006876
5010657,"Tucano Loop 15.6"" BackPack BK",BKLOOP15-BK,BKLOOP15-BK,E4B,0,,,,BAG,844668058436
5009832,"Klipx Berna Backpack 15.6"" GR",KNB-406GR,KNB-406GR,E4B,0,,,,BAG,798302079717
5009052,"Xtech XTB-210 Backpack 15.6""Bk",XTB-210,XTB-210,E4B,0,,,,BAG,798302161672
5010216,"KlipX Laptop Backpack 15.6"" BK",KNB-577BK,KNB-577BK,E4B,0,,,,BAG,798302091702
5010203,"KlipX Monaco Backpack 15.6"" BL",KNB-426BL,KNB-426BL,E4B,0,,,,BAG,798302079724
5010201,"KlipX Monaco Backpack 15.6"" GR",KNB-426GR,KNB-426GR,E4B,0,,,,BAG,798302079731
5009837,Nexxt 2U Double Vented Shelf,NPS-V22U4B,NPS-V22U4B,E4B,0,,,,NETWORKING,798302036598
5009857,Nexxt Horizontal Duct Cable 2U,NPM-DH2UB,NPM-DH2UB,E4B,0,,,,NETWORKING,798302036550
5005644,Forza Heavy Surge Protec 6port,FSP-806,FSP-806,E4B,0,,,,ACPOWER,798302107083
5009032,"Klipx Berna Backpack 15.6"" GN",KNB-406GN,KNB-406GN,E4B,0,,,,BAG,798302079694
5009051,"Xtech Bristol Backpack 15.6""Bk",XTB-222,XTB-222,E4B,5,1,,,BAG,798302230880
5003102,KlipX Notebook Backpack Gray,AN120KLX68,KNB-425GR,E4B,0,,,,BAG,798302071773
5006434,KlipX Laptop Carying case 15.6,KNC-075,KNC-075,E4B,0,,,,BAG,798302033153
5007882,Forza Type C Power adapter 60W,FNA-600C,FNA-600C,E4B,0,,,,AC ADAPTER,798302108455
5007972,HP Slim Ultrabook Backpac 15.6,F3W16AA#ABA,F3W16AA#ABA,E4B,0,,,,BAG,888182115879
5010354,"Argom 15.6"" Elevation Backp BK",ARG-BP-0718BK,ARG-BP-0718BK,E4B,0,,,,PHONE ACC,886540006760
5010655,"Tucano Bit 15"" Backpack BL",BKBIT-B,BKBIT-B,E4B,11,2,8,3,BAG,844668115511
5011403,KlipX KNS-500 Laptop Sleeve Bk,KNS-500,KNS-500,E4B,8,1,,,SLEEVE,798302092884
5011404,KlipX KNB-720 Laptop Backpack,KNB-720,KNB-720,E4B,10,1,,,BAG,798302092853
5011405,KlipX KNB-755 Laptop Backpack,KNB-755,KNB-755,E4B,3,1,,,BAG,798302092945
5011072,Xtech XTC230 65W GaN USB-C Ada,XTC-230,XTC-230,H1A,30,1,,,AC ADAPTER,798302232808
5009255,iHome True WrlsBuds XT12 Red,HMAUBE214RD,HMAUBE214RD,H1A,0,,,,HEADSET,805112076987
5010073,Redmi Buds 4 Lite White,BHR7217GL,BHR7217GL,H1A,0,,,,HEADSET,6941812724811
5009638,Microsoft Bluetooth Mouse,I38-00019,I38-00019,H1A,0,,,,MOUSE,889842990959
5006427,Klipx Magnetik II SmartPhone C,KMA-561,KMA-561,H1A,0,,,,PHONE ACC,798302077768
5005333,Charge Worx Car Charger 3.4 A,CX3039BK,CX3039BK,H1A,0,,,,PHONE ACC,643620303900
5006418,"Xtech XTA-425 Bracket 32-55"" T",XTA-425,XTA-425,H1A,0,,,,TV ACC,798302161962
5006462,KlipX Portable Speaker Bravo I,KWS-613BK,KWS-613BK,H1A,0,,,,SPEAKERS,798302077744
5007530,Belkin USB Printer cable 6ft,F3U154BT1.8M,F3U154BT1.8M,H1A,0,,,,CABLES,745883713387
5007845,Argom Force 10000 Power Bank,ARG-PB-1110WT,ARG-PB-1110WT,H1A,0,,,,BATTBANK,886540004124
5008131,Anker Soundcore IconBT Speaker,A3122Z11,A3122Z11,H1A,0,,,,SPEAKERS,848061023299
5006229,Logitech Wls+BT Trball MX Ergo,910-005177,910-005177,H1A,0,,,,MOUSE,97855132666
5006874,Logitech G502 HERO Mouse BK,910-005469,910-005469,H1A,0,,,,MOUSE,97855141996
5008808,HP 10s+ Scientific Calculator,NW276AA#B1K,NW276AA#B1K,H1A,0,,,,POS DEV,886112957292
5008873,Toshiba BT Speaker Black,TY-WSP70K,TY-WSP70K,H1A,0,,,,SPEAKERS,818723020591
5007632,Sabrent USB Sound Adapter SL,AU-DDAS,AU-DDAS,H1A,0,,,,SOUND CARD,819921012937
5004193,IOGEAR 2.1A Car Charger Apple,GPACL2,GPACL2,H1A,0,,,,APPLEACC,881317511171
5008499,Universal Foldable Tablet Stan,B0813DJ9YD,B0813DJ9YD,H1A,0,,,,TABLET ACC,X002HFG83Z
5008722,Xtreme 6.5ft Neon Led Strip,XLB71054BLU,XLB71054BLU,H1A,0,,,,SMARTSWITC,805106226176
5009466,Logitech G435 BT Gaming BL/PK,981-001061,981-001061,H1A,0,,,,HEADSET,97855168221
5008985,Argom Lux BT Earbuds Silver,ARG-HS-2133SL,ARG-HS-2133SL,H1A,0,,,,HEADSET,886540004858
5002526,Argom USB Printer cable 10ft,ARG-CB-0039,ARG-CB-0039,H1A,0,,,,CABLES,886540001048
5003845,Rosewill USB3.0 A to USB3.0 B,RC-6-USB3-AM-BM,RC-6-USB3-AM-BM-BK,H1A,0,,,,CABLES,898745033052
5008924,Case Logic USB-C to micro USB,CLADCT103SL,CLADCT103SL,H1A,11,1,,,USB DEVICE,805112026951
5007824,Argom USB3.0 M/F Ext Cable 6ft,ARG-CB-0046,ARG-CB-0046,H1A,0,,,,CABLES,886540006623
5009402,iHome True WrlsBuds XT12 NV,HM AU BE 214 NV,HM AU BE 214 NV,H1A,0,,,,HEADSET,805112076963
5010313,iHome XT-96 wrls Earbuds GY,HM AU BE 236 GY,HM AU BE 236 GY,H1A,0,,,,HEADSET,805112120031
5010314,iHome BT True Wireless Buds PK,HM AU BE 213 PK,HM AU BE 213 PK,H1A,0,,,,HEADSET,805112076918
5010312,iHome XT-96 Wrls Earbuds WT,HM AU BE 236 WT,HM AU BE 236 WT,H1A,0,,,,HEADSET,805112120048
5010311,iHome XT-96 wrls Earbuds BK,HM AU BE 236 BK,HM AU BE 236 BK,H1A,0,,,,HEADSET,805112120024
5010662,Anker USBC Cable 6ft 2PK,X00436DXV1,X00436DXV1,H1A,0,,,,CABLES,X00436DXV1
5010668,Rocoren 4-Port Usb-C Hub,RCJXQCC-JX0G,RCJXQCC-JX0G,H1A,0,,,,USB DEVICE,99774480839
5005866,Argom Universal Adapter,ARG-AC-0297WT,ARG-AC-0297WT,H1A,0,,,,AC ADAPTER,886540004650
5011112,Benfei USB-C to Gigabit Ethern,B07XTGKP5M,B07XTGKP5M,H1A,0,,,,NETWORKING,B07XTGKP5M
5011081,KlipX PowerCar 60 60W car char,KCC-060,KCC-060,H1A,7,1,,,USB DEVICE,798302092402
5011359,Yubico SecKey NFC,SecKey NFC,SecKey NFC,H1B,30,1,,,SECURITY,5060408465295
5011084,"KlipX PowerMag 5,000 mAh bank",KPB-350,KPB-350,B7B,8,1,,,BATTBANK,798302092525
5010561,JBL Tune 720BTBL,JBLT720BTBLUAM,JBLT720BTBLUAM,H1B,0,,,,HEADSET,50036395069
5010205,Smart Wi-Fi LED Amber Blb 220V,NHB-A520,NHB-A520,H1B,0,,,,SMARTSWITC,798392057152
5010199,Nexxt Smart Wi-Fi Two Pack,NHP-S6112PK,NHP-S6112PK,H1B,0,,,,SMARTSWITC,798303058131
5007237,Charge Worx Dual Tip Cbl Charg,CX9001WH,CX9001WH,H1B,0,,,,PHONE ACC,643620900161
5005373,Klipx Universal Travel Adapter,KMA-150,KMA-150,H1B,0,,,,AC ADAPTER,798302077416
5006977,AUKEY USB-C 4 Port USB Hub,CB-C64,CB-C64,H1B,0,,,,USB DEVICE,X001YN6M2X
5007469,Xtreme USB C to Lightning,XMS8-1013-BLK,XMS8-1013-BLK,H1B,0,,,,CABLES,805106220792
5007944,Freshworld Dymo D1 45013,45013,45013,H1B,0,,,,LABELS,X001QABBUR
5007840,Logitech MX518 Mouse,910-005543,910-005543,H1B,0,,,,MOUSE,97855145109
5009142,Acer Stylus Pen Black,NP.STY1A.005,NP.STY1A.005,H1B,0,,,,TABLET ACC,888863239269
5008930,Capshi DP to HDMI Cable - 6 F,X001VPT19F,X001VPT19F,H1B,0,,,,VIDEOC,X001VPT19F
5007661,JBL Tune110 Black Headphone,JBLT110BLKAM,JBLT110BLKAM,H1B,0,,,,HEADSET,50036355469
5007511,Benfei DP to VGA Adapter,B_USA_227grey,B_USA_227grey,H1B,0,,,,VIDEOC,X001YE5BG5
5009802,XTech DVI to VGA Adapter,XTC-362,XTC-362,H1B,14,1,,,VIDEOC,798324162749
5009280,Argom M.2 NVME Enclosure,ARG-AC-1038,ARG-AC-1038,H1B,0,,,,ACCESSORIE,886540007729
5009757,Argom One Axess 4port USB-C Hu,ARG-UB-0090,ARG-UB-0090,H1B,0,,,,USB DEVICE,886540007842
5009347,Xtech XTG-231 Micro USB Cable,XTG-231,XTG-231,H1B,0,,,,CABLES,798302230934
5008981,Argom Fit BT Earbuds Red,ARG-HS-2038RD,ARG-HS-2038RD,H1B,0,,,,HEADSET,886540004605
5010628,Skullcandy Indy Evo Earbuds BK,S2IVW-N740-B,S2IVW-N740-B,H1B,0,,,,HEADSET,810015586914
5010669,Rocoren USB-C To 3.5mm Audio,RCTANN-ZY0G,RCTANN-ZY0G,H1B,0,,,,CABLES,46651662307
5009824,Nexxt Smart Wi-Fi Relay Switch,NHE-R100,NHE-R100,H1B,0,,,,SMARTSWITC,798302057616
5011070,Xtreme 5000mAh AC Power Bank B,XBB8-0181-BK,XBB8-0181-BK,H1B,0,,,,BATTBANK,805106239459
5011068,Xtreme 5000mAh AC Power Bank W,XBB8-0181-WHT,XBB8-0181-WHT,H1B,0,,,,BATTBANK,805106239466
5011226,iHome USB-C Wireless Mic,HM-AU-MC-100-BK,HM-AU-MC-100-BK,H1B,0,,,,MICROPHONE,805112132102
5011323,JBL Tune 520C USB-C wired BL,JBLT520CBLUAM,JBLT520CBLUAM,H1B,10,2,5,,HEADSET,50036412346
5011085,KlipX PowerCar 100 Car charger,KCC-100,KCC-100,H1C,23,2,20,3,USB DEVICE,798302092419
5011074,"KlipX PowerMag 10,000",KPB-600,KPB-600,H1C,0,,,,BATTBANK,798302092532
5010569,JBL Vibe Beam MT,JBLVBEAMMITAM,JBLVBEAMMITAM,H1C,0,,,,HEADSET,50036391320
5008573,Logitech G305 Wireless Mse Blu,910-006012,910-006012,H1C,0,,,,MOUSE,97855161536
5010456,JBL Tune Buds Ghost Edition,JBLTBUDSGWHTAM,JBLTBUDSGWHTAM,H1C,0,,,,HEADSET,50036396790
5010458,JBL Vibe Buds BG,JBLVBUDSBEGAM,JBLVBUDSBEGAM,H1C,0,,,,HEADSET,50036391436
5010464,JBL Vibe Buds WH,JBLVBUDSWHTAM,JBLVBUDSWHTAM-W,H1C,0,,,,HEADSET,50036391429
5009755,Argom PowerBank C12 12000mAh W,ARG-PB-1138WT,ARG-PB-1138WT,H1C,0,,,,BATTBANK,886540006456
5009704,Monster BT FM Transmitter w/ M,MHF9-1009BK,MHF9-1009BK,H1C,0,,,,ACCESSORIE,805106891183
5202,DYMO 10697 Label White LT 2pk,10697,10697,H1C,0,,,,LABELS,71701106971
5002203,Logitech C920 HD Pro Webcam,960-000764,960-000764,H1C,0,,,,WEBCAM,97855074362
5007230,KlipX Dual USB Car Charger,KMA-111,KMA-111,H1C,0,,,,PHONE ACC,798302078383
5009000,Razer DeathAdder V2 Wired Mous,RZ01-03340100-R,RZ01-03340100-R321,H1C,0,,,,MOUSE,8886419333678
5006133,Caselogic Magnetic Micro USB 3,CL-MP-CA-155-SL,CL-MP-CA-155-SL,H1C,0,,,,CABLES,805112032785
5006414,Xtech HDMI to VGA Converter,XTC-361,XTC-361,H1C,0,,,,CABLES,798323162733
5006746,JBL T210 In Ear Headph RG,JBLT210RGD,JBLT210RGD,H1C,0,,,,HEADSET,50036337410
5006935,Sabrent Omni cond Mic,AU-SMCR,AU-SMCR,H1C,0,,,,HEADSET,819921013026
